ingredient_name,rating,benefits,categories,info
Hydrolyzed Soy Flour,Good,"[""Hydration""]","[""Humectant""]","[""Derived from soybeans"", ""Used as a skin conditioning ingredient"", ""Also has soothing + antioxidant properties""]"
Hydrolyzed Silk,Good,"[""Hydration""]","[""Humectant""]",[]
Hydrolyzed Pea Protein,Good,"[""Hydration""]","[""Emollient"", ""Emulsifier"", ""Plant Extracts""]","[""Emollient and hair conditioning agent"", ""Also functions as a surfactant"", ""Considered one of the more environmentally friendly surfactants"", ""Ruled safe as used in cosmetics""]"
Hydrolyzed Jojoba Protein,Good,"[""Hydration""]","[""Emollient"", ""Plant Extracts""]","[""Derived from jojoba seeds"", ""Has hydrating and conditioning properties"", ""Ruled safe as used in cosmetics""]"
Hydrolyzed Ginseng Saponins,Good,"[""Anti-Aging"", ""Hydration""]","[""Antioxidant"", ""Emollient"", ""Plant Extracts""]","[""Saponins from ginseng that have gone through hydrolysis"", ""Have antioxidant properties"", ""Primarily used as a skin conditioning ingredient""]"
Hydrolyzed Extensin,Good,"[""Hydration""]","[""Humectant"", ""Plant Extracts""]","[""Plant-derived protein rich in amino acids"", ""Exhibits hydrating properties"", ""Reduces transepidermal water loss"", ""Cosmetic Ingredient Review Expert Panel deemed safe for use in cosmetics""]"
Hydrolyzed Elastin,Good,"[""Hydration""]","[""Humectant""]","[""Elastin that\u2019s been separated into amino acids through hydrolysis"", ""Serves as a humectant, attracting water to skin"", ""Promotes a soft, hydrated appearance"", ""Safe for use in cosmetics""]"
Hydrolyzed Egg Shell Membrane,Good,"[""Anti-Aging"", ""Hydration""]","[""Humectant""]","[""Derived from the membrane lining egg shells"", ""Rich source of glycosaminoglycans and amino acids"", ""Delivers hydration and potential anti-aging effects"", ""Offers benefit in topical and oral supplement form""]"
Hydrolyzed Corn Starch,Good,"[""Oil Control"", ""Hydration""]","[""Absorbent"", ""Humectant""]","[""Modified version of corn starch known for its humectant (hydrating) properties"", ""Also functions as an opacifying agent and/or binding agent (to mesh ingredients together)Can be used to adjust the viscosity of a formula"", ""Deemed safe by the Cosmetic Ingredient Review Expert Panel""]"
Hydrolyzed Collagen,Good,"[""Hydration""]","[""Humectant""]","[""Collagen that\u2019s been broken down into smaller segments"", ""Increases skin\u2019s moisture levels"", ""Promotes a dewy, smooth appearance"", ""Also commonly used in supplements""]"
Hydrolyzed Caesalpinia Spinosa Gum,Good,"[""Hydration""]","[""Texture Enhancer""]","[""Thickening agent and viscosity-enhancing ingredient that helps improve formulary textures\u202fKnown for providing a non-sticky, soft, velvety after-feel\u202fMay also lend hydrating properties\u202fObtained by hydrolyzing the seeds of the Caesalpinia spinosa tree""]"
Hydrolyzed Acacia Macrostachya Seed Extract,Good,"[""Anti-Aging""]","[""Plant Extracts"", ""Antioxidant""]",[]
Hydrogenated Vegetable Oil,Good,"[""Hydration""]","[""Texture Enhancer""]","[""Used an emollient in cosmetic formulations to soften skin/hair"", ""Helps enhance hydration by forming a barrier on skin\u2019s surface that reduces moisture loss"", ""Created by adding hydrogen atoms to vegetable oils through a process known as hydrogenation"", ""Hydrogenation converts liquid vegetable oils to solid or semi-solid lipids"", ""Refers to numerous blends of hydrogenated plant-derived oils used in cosmetic formulations""]"
Hydrogenated Vegetable Glycerides Citrate,Good,"[""Hydration""]","[""Emollient"", ""Emulsifier"", ""Cleansing Agent""]",[]
Hydrogenated Styrene/Isoprene Copolymer,Good,[],"[""Emulsifier"", ""Film-Forming Agent"", ""Occlusive/Opacifying Agent"", ""Texture Enhancer""]","[""Synthetic polymer"", ""Film-forming, opacifying, and viscosity-controlling agent"", ""Also an emulsifier"", ""Ruled safe as used in cosmetics"", ""Usage levels range from 0.89-4.2%""]"
Hydrogenated Starch Hydrolysate,Good,"[""Hydration""]","[""Humectant"", ""Film-Forming Agent""]","[""Plant-derived or synthetic ingredient formed by the controlled hydrogenation of hydrolyzed starch"", ""Offers multifunctional properties, most famous for its humectant (hydrating) benefits"", ""Can also be used as a film-forming agent for added barrier protection in skin care products"", ""Deemed safe by the Cosmetic Ingredient Review Expert Panel""]"
Hydrogenated Rice Bran Oil,Good,"[""Anti-Aging"", ""Hydration""]","[""Antioxidant"", ""Emollient"", ""Plant Extracts""]","[""The end product of the hydrogenated of Orzya sativa (rice) bran oil"", ""Skin and hair conditioning ingredient"", ""Has antioxidant properties""]"
Hydrogenated Polyisobutene,Good,"[""Hydration""]","[""Emollient"", ""Texture Enhancer"", ""Polymer""]","[""Synthetic emollient that provides moisture retention"", ""Acts as a lubricant on skin\u2019s surface"", ""Often used as a replacement for mineral oil or silicones in a formula"", ""Deemed safe as used in cosmetics""]"
Hydrogenated Polydecene,Good,"[""Hydration""]","[""Emollient"", ""Polymer"", ""Solvent""]",[]
Hydrogenated Polycyclopentadiene,Good,[],"[""Texture Enhancer""]","[""Synthetic resin that can help enhance the adhesion and substantivity of cosmetic formulations"", ""Provides tenacity in the form of water-resistance and rub-resistance"", ""Sometimes included in cosmetic blends that are intended to impart a glossy finish"", ""Can be used to modify formulary consistency for better aesthetics"", ""May be used to help suspend pigments in color formulations""]"
Hydrogenated Poly(C6-20 Olefin),Good,[],"[""Polymer"", ""Texture Enhancer""]","[""Synthetic polymer"", ""Used as a viscosity controller"", ""Also has emollient properties"", ""Ruled safe as used in cosmetics""]"
Hydrogenated Phosphatidylcholine,Good,"[""Hydration""]","[""Emollient"", ""Emulsifier""]","[""Works as an emulsifier, emollient, and hydrating agent in cosmetic formulas"", ""Can be used to enhance the penetration of other skin care ingredients"", ""Noted as having an affinity for skin due to its similar properties that mimic skin\u2019s barrier"", ""Deemed safe by the Cosmetic Ingredient Review Expert Panel""]"
Hydrogenated Palm Glycerides,Good,"[""Hydration""]","[""Emollient"", ""Antioxidant"", ""Plant Extracts""]",[]
Hydrogenated Jojoba Oil,Good,"[""Hydration""]","[""Emollient"", ""Texture Enhancer""]","[""Oil extracted from the jojoba plant, processed through controlled hydrogenation resulting in a soft wax"", ""Functions as an emollient, providing skin-softening and moisturizing properties"", ""Occlusive nature helps lock in hydration"", ""Jojoba is pronounced \u201cho-ho-ba\u201d""]"
Hydrogenated Farnesene,Good,"[""Hydration""]","[""Solvent""]","[""Works as an emollient, solvent, and texture-enhancing ingredient in cosmetic formulations"", ""Leaves a silky-soft finish on skin without feeling greasy"", ""Can be sourced naturally (from sugar) or synthetically created"", ""Usage levels for this ingredient range from 1\u201360%""]"
Hydrogenated Didecene,Good,"[""Hydration""]","[""Emollient"", ""Texture Enhancer""]",[]
Hydrogenated Coco-Glyceride,Good,"[""Hydration""]","[""Emollient"", ""Texture Enhancer""]",[]
Hydrogenated Castor Oil/Sebacic Acid Copolymer,Good,[],"[""Emollient""]","[""Is both synthetic and plant-derived"", ""Chemically, it\u2019s an oligo ester, or short polymer"", ""Used in hair care products to smooth the cuticle layer"", ""Excellent cling to skin and hair helps prevent moisture loss""]"
Hydrogenated Castor Oil,Good,"[""Hydration""]","[""Emollient"", ""Emulsifier"", ""Occlusive/Opacifying Agent""]","[""Hydrogenated form of castor oil"", ""Hard, waxy substance"", ""Emollient, surfactant, and skin conditioning ingredient"", ""Ruled safe as used in cosmetics""]"
Hydrated Silica,Good,[],"[""Texture Enhancer"", ""Absorbent""]","[""Commonly used to improve the aesthetics of skin care and makeup formulations"", ""Helps improve factors related to viscosity, opacity, absorbency, etc.May also be used to coat sunscreen actives, creating a more elegant product"", ""Proven track record of safety in cosmetics""]"
Humulus Lupulus (Hops) Extract,Good,"[""Anti-Aging""]","[""Plant Extracts"", ""Antioxidant""]","[""Plant-derived extract"", ""AKA hops extract"", ""May have antioxidant properties""]"
Human Fibroblast Conditioned Media,Good,"[""Anti-Aging""]","[""Peptides""]","[""Ingredient derived from cultures of human fibroblasts"", ""Harnessed as growth factors and exosomes in skin care"", ""Exciting potential for anti-aging + other concerns"", ""Efficacy may be hindered by stability or penetration challenges"", ""Some may take issue with how HFCM is derived and/or lack of CIR safety assessment""]"
Horse Chestnut Extract,Good,"[""Soothing"", ""Anti-Aging""]","[""Plant Extracts"", ""Antioxidant""]",[]
Hordeum Vulgare Extract,Good,"[""Hydration""]","[""Plant Extracts"", ""Antioxidant""]","[""More commonly known as barley extract"", ""Little research supporting topical application"", ""Fermented form may soothe skin""]"
Hops,Good,"[""Anti-Aging""]","[""Plant Extracts"", ""Antioxidant""]",[]
Himanthalia Elongate Extract,Good,[],"[""Texture Enhancer""]",[]
Himanthalia Elongata Extract,Good,[],"[""Plant Extracts""]",[]
Hexyl Laurate,Good,"[""Hydration""]","[""Emollient""]",[]
Hexylene Glycol,Good,[],"[""Solvent"", ""Texture Enhancer""]","[""Solvent that produces smooth spreadability and pleasing skin care textures"", ""Viscosity-reducing properties allow it to thin out heavy, thick formulations"", ""Shows up in a wide variety of skin care, hair care, and makeup products"", ""As a raw material, it is clear liquid"", ""Backed by decades of research as a safe ingredient""]"
Hexyldecanol,Good,"[""Hydration""]","[""Emollient""]",[]
Hexapeptide-48 HCL,Good,"[""Anti-Aging"", ""Hydration""]","[""Peptides""]","[""Claimed to target intrinsic + extrinsic aging"", ""Works with skin\u2019s opioid receptors"", ""Can influence the health-promoting delta opioid receptor"", ""Known by the trade name Rubixyl\u00ae""]"
Hexapeptide-47,Good,"[""Anti-Aging""]","[""Peptides""]","[""Synthetic peptide"", ""Consists of five amino acids"", ""Skin conditioning ingredient"", ""Helps skin look and feel smoother""]"
Heptyl Undecylenate,Good,"[""Hydration""]","[""Emollient"", ""Plant Extracts""]","[""An alkyl ester derived from castor oil"", ""Helps trap moisture, hydrating skin"", ""Leaves a light, powdery after-feel"", ""Appears in skin care in amounts between 0.01% and 26%""]"
Heptyl Glucoside,Good,[],"[""Cleansing Agent""]","[""Solubilizing agent/hydrotrope surfactant"", ""Does not produce a foaming effect"", ""May enhance penetration of other ingredients"", ""Can be created synthetically or may be plant-derived""]"
Helianthus Annuus (Sunflower) Seed Wax,Good,"[""Hydration""]","[""Emollient"", ""Texture Enhancer""]","[""Wax derived from sunflower seeds"", ""Emollient that deposits a moisture-locking layer on skin"", ""Can be used to modify cosmetic formula textures"", ""Found in a variety of beauty products including lipsticks, moisturizers, mascaras, and hair care""]"
Hectorite,Good,"[""Oil Control"", ""Pore Minimizer""]","[""Texture Enhancer"", ""Absorbent""]",[]
Hazelnut Oil,Good,"[""Hydration""]","[""Emollient"", ""Plant Extracts""]",[]
Haslea Ostrearia Extract,Good,"[""Hydration""]","[""Humectant""]",[]
Harungana Madagascariensis Extract,Good,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Has potent antioxidant properties"", ""Inhibits tyrosinase and elastase"", ""Has potential retinol-like properties"", ""From the dragon\u2019s blood tree"", ""Used in traditional folk medicine""]"
Gums,Good,[],"[""Texture Enhancer"", ""Emulsifier"", ""pH Adjuster/Stabilizer""]",[]
Guar Hydroxypropyltrimonium Chloride,Good,"[""Hydration""]","[""Texture Enhancer"", ""Humectant"", ""Polymer""]","[""A widely used synthetic cationic polymers in cosmetics"", ""An ingredient that\u2019s often seen in conditioners and body washes"", ""Functions as a conditioning agent for skin and hair"", ""Also provides anti-static properties""]"
Guar Gum,Good,[],"[""Texture Enhancer"", ""Emulsifier"", ""Plant Extracts""]",[]
Gossypium Herbaceum (Cotton) Seed Oil,Good,"[""Hydration""]","[""Emollient"", ""Plant Extracts"", ""Occlusive/Opacifying Agent""]","[""Extracted from the seeds of the cotton plant"", ""Fatty acid profile offers emolliency to smooth and hydrate skin"", ""Considered safe as used in cosmetics if the oil is refined"", ""Contains natural toxins that must be removed prior to use in cosmetics""]"
Gold,Good,[],"[""Coloring Agent/Pigment"", ""Antibacterial"", ""pH Adjuster/Stabilizer""]","[""Precious metal and element"", ""Resistant to corrosion and oxidation"", ""Stabilizes vulnerable antioxidants"", ""More research needed on additional skin care claims""]"
Glycol Stearate,Good,"[""Hydration""]","[""Emollient"", ""Occlusive/Opacifying Agent""]",[]
Glycol Distearate,Good,[],"[""Occlusive/Opacifying Agent"", ""Texture Enhancer""]","[""Plays various roles in personal care products, including opacifying and skin-conditioning agent"", ""May also be used as a viscosity increasing agent to enhance a formula\u2019s texture"", ""Popular in hair care, as well as bubble baths, facial cleansers, makeup, and nail products"", ""White to cream-colored waxy solid in its raw material form""]"
Glycogen,Good,"[""Hydration""]","[""Humectant""]","[""A complex sugar known as a polysaccharide"", ""Offers water-binding properties so is a humectant"", ""Helps maintain skin\u2019s barrier-strengthening ceramides""]"
Glycine Soja Protein,Good,"[""Anti-Aging"", ""Hydration""]","[""Antioxidant"", ""Emollient"", ""Plant Extracts""]","[""A mix of proteins from the wild soybean plant"", ""Has antioxidant properties"", ""Also a moisturizing ingredient"", ""Ruled safe as used in cosmetics""]"
Glycine Max (Soybean) Polypeptide,Good,"[""Anti-Aging"", ""Hydration""]","[""Peptides""]","[""Isolated from wild soybeans"", ""Skin conditioning ingredient"", ""Ruled safe as used in cosmetics""]"
Glyceryl Stearate SE,Good,"[""Hydration""]","[""Emollient"", ""Emulsifier"", ""Cleansing Agent""]",[]
Glyceryl Stearate Citrate,Good,"[""Hydration""]","[""Emollient"", ""Emulsifier"", ""Cleansing Agent""]",[]
Glyceryl Stearate,Good,"[""Hydration""]","[""Emollient"", ""Emulsifier"", ""Cleansing Agent""]","[""Found naturally in the human body"", ""In its raw form is a white or cream-colored wax-like solid"", ""Functions as an emollient, surfactant, and an emulsifier"", ""Deemed safe within its typical usage levels of 1\u201310%""]"
Glyceryl Rosinate,Good,"[""Hydration""]","[""Emollient"", ""Emulsifier"", ""Cleansing Agent""]","[""Versatile ingredient found in skin care, makeup, and beverages"", ""Works as an emollient, emulsifier, and surfactant"", ""Often combined with plant oils and delicate emollients to improve stability"", ""Very high amounts are used in depilatories""]"
Glyceryl Ricinoleate,Good,"[""Hydration""]","[""Emollient"", ""Emulsifier"", ""Cleansing Agent""]","[""Synthetic and/or plant-derived blend of glycerin and castor oil derivative"", ""Has emollient, emulsifying and cleansing properties"", ""Excellent for preventing moisture loss"", ""Considered safe as used in cosmetics""]"
