ingredient_name,rating,benefits,categories,functional_group,info,source
Olive Oil/Olive Fruit Oil,Good,['Anti-Aging' 'Hydration'],['Emollient' 'Antioxidant' 'Plant Extracts'],['Actives' 'Support'],"['An emollient, non-fragrant plant oil also called Olea Europaea (Olive) fruit oil'
 'Beneficial for dry skin because of its fatty acid content'
 'Contains phenolic compounds that provide antioxidant benefits'
 'The negative effects of olive oil are apparent only when used alone on skin']",Paula's Choice
Oligopeptide-76,Good,['Anti-Acne' 'Anti-Aging'],['Antibacterial' 'Peptides'],['Actives'],"['Made up of 13 amino acids' 'Helps improve skin barrier'
 'Likely has antibacterial properties' 'Also known as Spec' 'Ped® O76P']",Paula's Choice
Oligopeptide-3,Good,['Anti-Aging' 'Hydration'],['Peptides'],['Actives'],"['Peptide made up of several amino acids'
 'Manufacturers claim it boosts skin’s resilience'
 'Has hydrating properties' 'Known by the trade name Creapep ®']",Paula's Choice
Oligopeptide-10,Good,['Soothing'],['Peptides'],['Actives'],"['Synthetic bio-active peptide composed of 15 amino acids'
 'Research shows it could have anti-acne benefits'
 'Could also help reduce visible signs of redness'
 'A white powder in its raw form']",Paula's Choice
Oleyl Erucate,Good,['Hydration'],['Occlusive/Opacifying Agent' 'Humectant' 'Solvent'],['Support' 'Utility'],"['Ester of oleyl alcohol and erucic acid' 'Serves as a humectant'
 'Also a solvent and opacifier' 'Ruled safe as used in cosmetics']",Paula's Choice
Oleths,Good,[],['Cleansing Agent' 'Emulsifier'],['Utility'],[],Paula's Choice
Oleth-20,Good,[],['Cleansing Agent' 'Emulsifier'],['Utility'],"['Non-ionic surfactant and cleansing agent'
 'Helps oil and water ingredients merge within formulas'
 'May also help active ingredients permeate skin'
 'Deemed safe for use by the Cosmetic Ingredient Review Expert Panel']",Paula's Choice
Oleth-10,Good,[],['Cleansing Agent' 'Emulsifier'],['Utility'],"['Non-irritating fatty alcohol that functions as a texture enhancer and cleansing agent'
 'Widely used as an emulsifier in water + oil cosmetics'
 'Cleanses skin and hair by helping water mix with oil and dirt to be whisked away'
 'Proven track record of safety in cosmetic formulations']",Paula's Choice
Olea Europaea Fruit Oil,Good,['Hydration' 'Anti-Aging'],['Emollient' 'Plant Extracts' 'Antioxidant'],['Actives' 'Support'],[],Paula's Choice
Olea Europaea (Olive) Fruit Oil,Good,['Hydration' 'Anti-Aging'],['Emollient' 'Plant Extracts' 'Antioxidant'],['Actives' 'Support'],"['An emollient, non-fragrant plant oil' 'Helps trap moisture within skin'
 'Specially beneficial for dry skin'
 'Contains phenolic compounds that provide antioxidant benefits']",Paula's Choice
Oenothera Biennis Flower Extract,Good,['Anti-Aging' 'Soothing'],['Antioxidant' 'Plant Extracts'],['Actives' 'Support'],"['Derived from the evening primrose' 'Has antioxidant benefits'
 'Also has anti-inflammatory properties']",Paula's Choice
O-Cymen-5-Ol,Good,[],['Preservative'],['Utility'],[],Paula's Choice
Octyl Stearate,Good,['Hydration'],['Emollient'],['Support'],[],Paula's Choice
Octyl Palmitate,Good,['Hydration'],['Emollient' 'Texture Enhancer' 'Solvent'],['Support' 'Utility' 'Sensory'],[],Paula's Choice
Octyldodecyl Stearoyl Stearate,Good,[],['Emollient' 'Texture Enhancer'],['Support' 'Sensory'],"['Ester that functions as a skin conditioning and viscosity-increasing ingredient'
 'Ruled safe at usage rates between 2-15%Safety data is under re-review'
 'Amber colored liquid in its raw form']",Paula's Choice
Octyldodecyl Neopentanoate,Good,['Hydration'],['Emollient'],['Support'],"['A synthetic emollient that conditions and softens skin'
 'Made from the fatty alcohol octyldodecanol' 'Imparts a silky texture'
 'Considered safe and non-sensitizing for skin']",Paula's Choice
Octyldodecyl Myristate,Good,['Hydration'],['Texture Enhancer' 'Emollient'],['Support' 'Sensory'],[],Paula's Choice
Octyldodeceth-16,Good,[],['Emulsifier'],['Utility'],"['Used as an emulsifier' 'Also functions as a surfactant'
 'Ruled safe as used in cosmetics']",Paula's Choice
Octyldodecanol,Good,['Hydration'],['Occlusive/Opacifying Agent' 'Emollient' 'Texture Enhancer'],['Support' 'Sensory'],[],Paula's Choice
Octadecenedioic Acid,Good,['Anti-Acne' 'Dark Spot Fading' 'Evens Skin Tone'],['Antioxidant' 'Plant Extracts'],['Actives' 'Support'],"['Olive-derived compound known as a carboxylic acid'
 'Plays a novel role in helping to fade discolorations'
 'Uncommon to see in cosmetics, but not known to be a problem for skin'
 'May play a role in helping skin feel smoother']",Paula's Choice
Nylon-12,Good,['Oil Control'],['Texture Enhancer' 'Absorbent' 'Occlusive/Opacifying Agent'],['Support' 'Sensory'],[],Paula's Choice
Nonoxynols,Good,[],['Cleansing Agent' 'Emulsifier'],['Utility'],[],Paula's Choice
Noni Juice,Good,['Soothing'],['Antioxidant' 'Plant Extracts'],['Actives' 'Support'],[],Paula's Choice
Nicotiana Benthamiana Hexapeptide-40 sh-Polypeptide-76,Good,['Anti-Aging'],['Peptides'],['Actives'],"['Derived from a plant native to Australia'
 'Claimed to stimulate collagen production'
 'Supplier data compares benefits to retinoids'
 'More independent research needed']",Paula's Choice
Neopentyl Glycol Diheptanoate,Good,['Hydration'],['Texture Enhancer' 'Emollient'],['Support' 'Sensory'],"['Derived from a mixture of neopentyl glycol and heptanoic acid'
 'Functions as a skin-softening agent and formulary thickening agent'
 'Light straw-colored liquid in its raw material form'
 'Known to be safe for cosmetic use']",Paula's Choice
Neopentyl Glycol Diethylhexanoate,Good,['Hydration'],['Emollient' 'Texture Enhancer'],['Support' 'Sensory'],"['Diester of neopentyl glycol and 2-ethylhexanoic acid'
 'Emollient properties hydrate and soften skin'
 'Helps thicken skin care formulas'
 'CIR Expert Panel deemed safe for use in cosmetics']",Paula's Choice
Neopentyl Glycol Dicaprylate/Dicaprate,Good,['Hydration'],['Texture Enhancer' 'Emollient'],['Support' 'Sensory'],"['Used as an emollient and thickener/texture enhancer in cosmetic formulas'
 'Described as offering a light, silky feel'
 'Clear to yellowish liquid in raw material form'
 'Deemed safe by the Cosmetic Ingredient Review Expert Panel']",Paula's Choice
Nelumbo Nucifera Flower Extract,Good,['Anti-Aging' 'Evens Skin Tone' 'Soothing'],['Antioxidant' 'Plant Extracts'],['Actives' 'Support'],"['Plant-derived ingredient AKA Lotus Flower Extract'
 'Contains phenols and flavonoids which provide antioxidant properties'
 'Has a long history in traditional medicinal practices'
 'Provides anti-aging benefits and can help achieve an even skin tone']",Paula's Choice
Natto Gum,Good,[],['Texture Enhancer'],['Sensory'],[],Paula's Choice
Nasturtium Officinale Extract,Good,['Anti-Aging'],['Plant Extracts' 'Antioxidant'],['Actives' 'Support'],[],Paula's Choice
Nardostachys Jatamansi Extract,Good,['Hydration' 'Anti-Aging'],['Emollient' 'Plant Extracts' 'Antioxidant'],['Actives' 'Support'],[],Paula's Choice
Nardostachys Jatamansi,Good,['Hydration' 'Anti-Aging'],['Emollient' 'Plant Extracts' 'Antioxidant'],['Actives' 'Support'],[],Paula's Choice
Nannochloropsis Oculata Extract,Good,['Anti-Aging' 'Hydration' 'Soothing'],['Antioxidant' 'Humectant' 'Plant Extracts'],['Actives' 'Support'],"['Natural ingredient extracted from microalgae'
 'Contains soothing and hydrating components'
 'Helps promote a youthful and even skin look'
 'Helps protect skin from airborne pollutants and external aggressors']",Paula's Choice
Myristyl Myristate,Good,['Hydration'],['Texture Enhancer' 'Emollient' 'Occlusive/Opacifying Agent'],['Support' 'Sensory'],"['The ester of myristyl alcohol and myristic acid'
 'Used as an emollient, occlusive, opacifier, and texture enhancer'
 'Non-greasy texture noticeably improves spreadability'
 'May be plant-derived or synthetic']",Paula's Choice
Myristyl Alcohol,Good,['Hydration'],['Emollient' 'Cleansing Agent' 'Texture Enhancer'],['Support' 'Utility' 'Sensory'],[],Paula's Choice
Myristoyl Nonapeptide-3,Good,['Anti-Aging'],['Peptides'],['Actives'],"['Synthetic peptide' 'Also known as Spec' 'Ped® MN3P as well as Retino'
 'Peptide 189Manufacturer claims it mimics retinoic acid'
 'Independent research is lacking']",Paula's Choice
Myristamidopropyl PG-Dimonium Chloride Phosphate,Good,['Hydration'],['Cleansing Agent' 'Emulsifier' 'Humectant'],['Support' 'Utility'],[],Paula's Choice
Musa Sapientum Fruit Extract,Good,['Anti-Aging' 'Evens Skin Tone'],['Antioxidant' 'Plant Extracts'],['Actives' 'Support'],"['From the banana fruit'
 'Has skin conditioning and antioxidant properties'
 'Can possibly improve hyperpigmentation']",Paula's Choice
Murumuru Seed Butter,Good,['Hydration'],['Emollient' 'Plant Extracts'],['Support'],[],Paula's Choice
Morus Nigra Root Extract,Good,['Anti-Aging'],['Plant Extracts' 'Antioxidant'],['Actives' 'Support'],[],Paula's Choice
Morus Bombycis Root Extract,Good,['Anti-Aging'],['Plant Extracts' 'Antioxidant'],['Actives' 'Support'],[],Paula's Choice
Morinda Citrifolia,Good,['Soothing'],['Plant Extracts' 'Antioxidant'],['Actives' 'Support'],[],Paula's Choice
Montmorillonite,Good,['Oil Control'],['Absorbent' 'Texture Enhancer'],['Sensory'],[],Paula's Choice
Montan Wax,Good,[],['Texture Enhancer'],['Sensory'],[],Paula's Choice
Momordica Charantia Fruit Extract,Good,['Anti-Aging' 'Soothing'],['Antioxidant' 'Plant Extracts'],['Actives' 'Support'],"['From the bitter melon' 'Source of antioxidant-rich phenolic compounds'
 'Also helps calm skin' 'Used for centuries in herbal medicinal practices'
 'High concentrations can be too astringent for skin']",Paula's Choice
Mixed Fruit Extracts,Good,[],['Plant Extracts' 'Irritant'],['Support' 'Risks'],[],Paula's Choice
MIPA-Laureth Sulfate,Good,[],['Cleansing Agent'],['Utility'],"['Gentle cleansing agent/surfactant'
 'Commonly used in transparent oil-based body washes or facial cleansing oils'
 'Often combined with propylene glycol—this duo is noted for its excellent lathering action'
 'Can be used in waterless formulas (including water-free shampoo concentrates)']",Paula's Choice
Mineral Oil,Good,['Hydration'],['Emollient' 'Occlusive/Opacifying Agent' 'Solvent'],['Support' 'Utility'],[],Paula's Choice
Milk Protein,Good,['Hydration'],['Humectant'],['Support'],[],Paula's Choice
Microcystis Aeruginosa,Good,['Anti-Aging'],['Plant Extracts' 'Antioxidant'],['Actives' 'Support'],[],Paula's Choice
Microcrystalline Wax,Good,['Hydration'],['Texture Enhancer' 'Occlusive/Opacifying Agent'],['Support' 'Sensory'],"['Petroleum-derived wax with a crystalline structure'
 'Gummy texture gives it great versatility in cosmetics'
 'Helps bind oils and solvents'
 'Considered safe as used in cosmetics, including lip products']",Paula's Choice
Microcrystalline Cellulose,Good,['Anti-Aging'],['Absorbent' 'Texture Enhancer'],['Sensory'],"['Defined as the isolated, colloidal crystalline portion of cellulose fibers'
 'Can be plant derived (sometimes through “upcycling” agricultural waste) or created synthetically'
 'Works in a variety of roles including absorbent, emulsion stabilizer, scrub and texture enhancer'
 'Also offers minor antioxidant properties (variable depending on the source)']",Paula's Choice
Mica,Good,[],['Coloring Agent/Pigment' 'Texture Enhancer' 'Occlusive/Opacifying Agent'],['Support' 'Sensory'],"['General term for a group of 37 earth-derived silicate minerals'
 'Often included in cosmetic formulations to impart iridescent or opalescent shine'
 'May also be used to impart varying degrees of opacity'
 'Light-reflective quality makes it highly desirable for giving skin a healthy-looking glow'
 'Mica is considered safe and can be ethically sourced through the Responsible Mica Initiative']",Paula's Choice
Methyl Trimethicone,Good,['Hydration'],['Silicone' 'Emollient'],['Support' 'Sensory'],[],Paula's Choice
Methylsufonylsulfate,Good,[],['Antioxidant'],['Actives'],[],Paula's Choice
Methylsilanol Tri-PEG-8 Glyceryl Cocoate,Good,['Hydration'],['Emulsifier'],['Utility'],"['Emulsifier and texture enhancer'
 'Contains coconut oil-derived fatty acids'
 'Also a skin conditioning agent']",Paula's Choice
Methylsilanol PEG-7 Glyceryl Cocoate,Good,['Hydration'],['Emollient' 'Texture Enhancer'],['Support' 'Sensory'],[],Paula's Choice
Methylsilanol Mannuronate,Good,['Hydration'],['Humectant'],['Support'],[],Paula's Choice
Methylpropanediol,Good,['Hydration'],['Solvent' 'Humectant'],['Support' 'Utility'],"['Enhances the absorption of other ingredients'
 'Characteristically hydrating; may leave a dewy finish'
 'Can be used to support a preservative blend']",Paula's Choice
Methylparaben,Good,[],['Preservative'],['Utility'],[],Paula's Choice
Methyl Methacrylate/Glycol Dimethacrylate Crosspolymer,Good,['Oil Control'],['Absorbent' 'Film-Forming Agent' 'Texture Enhancer'],['Sensory'],"['Used as a texture-enhancing ingredient and film former in cosmetic formulations'
 'May also be used as “microspheres” to gently release potent active ingredients into skin'
 'Touted for its absorbent properties that temper shine on oily skin'
 'Deemed safe by the Cosmetic Ingredient Review Expert Panel']",Paula's Choice
Methylglucoside Phosphate,Good,['Hydration'],['Humectant'],['Support'],[],Paula's Choice
Methyl Glucose Sesquistearate,Good,['Hydration'],['Emollient' 'Emulsifier'],['Support' 'Utility'],"['Vegetable-derived ingredient'
 'Functions as a skin-softening ingredient, emulsifier, and emollient (moisturizer)Deemed safe as used in cosmetics'
 'Supplied to cosmetics companies as off-white flakes']",Paula's Choice
Methyl Gluceth-20 Benzoate,Good,['Hydration'],['Emollient' 'Texture Enhancer'],['Support' 'Sensory'],[],Paula's Choice
Methyl Gluceth-20,Good,['Hydration'],['Humectant'],['Support'],"['Functions as a moisturizing and conditioning ingredient'
 'According to its manufacturer, it has a low irritation potential'
 'Made by combining polyethylene glycol with glucose (sugar)Ruled safe as used in cosmetics']",Paula's Choice
Methionine,Good,['Anti-Aging' 'Hydration'],['Antioxidant' 'Humectant'],['Actives' 'Support'],[],Paula's Choice
Methicone,Good,['Hydration'],['Silicone' 'Emollient'],['Support' 'Sensory'],[],Paula's Choice
Melibiose,Good,['Hydration'],['Humectant'],['Support'],[],Paula's Choice
Matricaria Oil,Good,['Anti-Aging' 'Soothing'],['Antioxidant' 'Plant Extracts'],['Actives' 'Support'],"['Has antioxidant benefits'
 'Also has soothing and antibacterial properties'
 'Deemed safe as used in cosmetics'
 'Commercial oil usually comes from the Chamomilla recutita, or German chamomile, plant']",Paula's Choice
Mastocarpus Stellatus,Good,[],['Plant Extracts'],['Support'],[],Paula's Choice
Marionberry,Good,[],['Plant Extracts'],['Support'],[],Paula's Choice
Marigold,Good,['Soothing' 'Anti-Aging'],['Plant Extracts' 'Antioxidant'],['Actives' 'Support'],[],Paula's Choice
Mannose,Good,['Hydration'],['Humectant'],['Support'],"['Monosaccharide (simple sugar) derived from glucose'
 'Helps skin retain and attract moisture'
 'Promotes a dewy, plump skin look'
 'The CIR Expert Panel deemed safe as used in cosmetics']",Paula's Choice
Mannitol,Good,['Hydration'],['Humectant'],['Support'],[],Paula's Choice
Mangifera Indica Root Extract,Good,['Anti-Aging'],['Plant Extracts' 'Antioxidant'],['Actives' 'Support'],"['Plant extract derived from the mango tree'
 'Can have antioxidant properties']",Paula's Choice
Mangifera Indica Leaf Extract,Good,['Anti-Aging' 'Soothing'],['Antioxidant' 'Plant Extracts'],['Actives' 'Support'],"['From the leaf of the mango plant' 'Has antioxidant properties'
 'Also exerts antimicrobial abilities'
 'Can potentially help control acne-causing bacteria']",Paula's Choice
Malva Sylvestris Extract,Good,['Soothing'],['Plant Extracts' 'Antioxidant'],['Actives' 'Support'],[],Paula's Choice
Maltose,Good,['Hydration'],['Humectant'],['Support'],"['A plant-derived sugar that consists of two glucose molecules'
 'Hydrates via retention of moisture'
 'Functions as a skin conditioning ingredient'
 'Also known as maltobiose or malt sugar'
 'Has skin, medical, and food applications']",Paula's Choice
